CONTENT ID,CONTENT TYPE,MIRNA ID,SPECIES,EXPERIMENT ID,METHODS,Entrez GENE ID,COMMENTS
3056.0,mirna,miR-20b-5p,Homo sapiens,516.0,Microarray,574032,Clear hit to Entrez gene ID
3057.0,mirna,miR-23b-3p,Homo sapiens,516.0,Microarray,407011,Clear hit to Entrez gene ID
3058.0,mirna,miR-24-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3059.0,mirna,miR-26a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3060.0,mirna,miR-891a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3061.0,mirna,miR-H10,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3062.0,mirna,miR-17-5p,Homo sapiens,516.0,Microarray,406952,Ambiguous mapping to Entrez gene ID
3063.0,mirna,let-7,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3064.0,mirna,miR-103,Homo sapiens,516.0,Microarray,100302238,Ambiguous mapping to Entrez gene ID
3065.0,mirna,miR-103,Homo sapiens,516.0,Microarray,100302282,Ambiguous mapping to Entrez gene ID
3066.0,mirna,miR-103,Homo sapiens,516.0,Microarray,406895,Ambiguous mapping to Entrez gene ID
3067.0,mirna,miR-103,Homo sapiens,516.0,Microarray,406896,Ambiguous mapping to Entrez gene ID
3068.0,mirna,miR-17-5p,Homo sapiens,516.0,Microarray,406952,Ambiguous mapping to Entrez gene ID
3069.0,mirna,miR-26a,Homo sapiens,516.0,Microarray,407015,Clear hit to Entrez gene ID
3070.0,mirna,let-7a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3071.0,mirna,let-7b,Homo sapiens,516.0,Microarray,406884,Clear hit to Entrez gene ID
3072.0,mirna,miR-103-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3073.0,mirna,miR-200c-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3074.0,mirna,miR-23b-3p,Homo sapiens,516.0,Microarray,407011,Clear hit to Entrez gene ID
3075.0,mirna,miR-26-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3076.0,mirna,miR-375,Homo sapiens,516.0,Microarray,494324,Clear hit to Entrez gene ID
3077.0,mirna,let-7a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3078.0,mirna,let-7b-5p,Homo sapiens,516.0,Microarray,406884,Clear hit to Entrez gene ID
3079.0,mirna,let-7c-5p,Homo sapiens,516.0,Microarray,406885,Clear hit to Entrez gene ID
3080.0,mirna,miR-103-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3081.0,mirna,miR-106a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3082.0,mirna,miR-200c-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3083.0,mirna,miR-23b-3p,Homo sapiens,516.0,Microarray,407011,Clear hit to Entrez gene ID
3084.0,mirna,miR-24-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3085.0,mirna,miR-26a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3086.0,mirna,miR-638,Homo sapiens,516.0,Microarray,693223,Clear hit to Entrez gene ID
3087.0,mirna,let-7a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3088.0,mirna,let-7b-5p,Homo sapiens,516.0,Microarray,406884,Clear hit to Entrez gene ID
3089.0,mirna,let-7c-5p,Homo sapiens,516.0,Microarray,406885,Clear hit to Entrez gene ID
3090.0,mirna,miR-103-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3091.0,mirna,miR-17-5p,Homo sapiens,516.0,Microarray,406952,Ambiguous mapping to Entrez gene ID
3092.0,mirna,miR-200c-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3093.0,mirna,miR-2137,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3094.0,mirna,miR-23b-3p,Homo sapiens,516.0,Microarray,407011,Clear hit to Entrez gene ID
3095.0,mirna,miR-24-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3096.0,mirna,miR-26a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3097.0,mirna,miR-2861,Homo sapiens,516.0,Microarray,100422910,Clear hit to Entrez gene ID
3098.0,mirna,miR-103,Homo sapiens,516.0,Microarray,100302238,Ambiguous mapping to Entrez gene ID
3099.0,mirna,miR-103,Homo sapiens,516.0,Microarray,100302282,Ambiguous mapping to Entrez gene ID
3100.0,mirna,miR-103,Homo sapiens,516.0,Microarray,406895,Ambiguous mapping to Entrez gene ID
3101.0,mirna,miR-103,Homo sapiens,516.0,Microarray,406896,Ambiguous mapping to Entrez gene ID
3102.0,mirna,miR-106a,Homo sapiens,516.0,Microarray,406899,Clear hit to Entrez gene ID
3103.0,mirna,miR-17-5p,Homo sapiens,516.0,Microarray,406952,Ambiguous mapping to Entrez gene ID
3104.0,mirna,miR-24-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3105.0,mirna,miR-26a,Homo sapiens,516.0,Microarray,407015,Clear hit to Entrez gene ID
3106.0,mirna,let-7,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3107.0,mirna,let-7b-5p,Homo sapiens,516.0,Microarray,406884,Clear hit to Entrez gene ID
3108.0,mirna,miR-103-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3109.0,mirna,miR-1346,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3110.0,mirna,miR-17-5p,Homo sapiens,516.0,Microarray,406952,Ambiguous mapping to Entrez gene ID
3111.0,mirna,miR-20b-5p,Homo sapiens,516.0,Microarray,574032,Clear hit to Entrez gene ID
3112.0,mirna,miR-24-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3113.0,mirna,miR-26-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3114.0,mirna,miR-103,Homo sapiens,516.0,Microarray,100302238,Ambiguous mapping to Entrez gene ID
3115.0,mirna,miR-103,Homo sapiens,516.0,Microarray,100302282,Ambiguous mapping to Entrez gene ID
3116.0,mirna,miR-103,Homo sapiens,516.0,Microarray,406895,Ambiguous mapping to Entrez gene ID
3117.0,mirna,miR-103,Homo sapiens,516.0,Microarray,406896,Ambiguous mapping to Entrez gene ID
3118.0,mirna,miR-106a,Homo sapiens,516.0,Microarray,406899,Clear hit to Entrez gene ID
3119.0,mirna,miR-17-5p,Homo sapiens,516.0,Microarray,406952,Ambiguous mapping to Entrez gene ID
3120.0,mirna,miR-23b,Homo sapiens,516.0,Microarray,407011,Clear hit to Entrez gene ID
3121.0,mirna,miR-24-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3122.0,mirna,miR-26a,Homo sapiens,516.0,Microarray,407015,Clear hit to Entrez gene ID
3123.0,mirna,let-7,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3124.0,mirna,let-7a,Homo sapiens,516.0,Microarray,406881,Ambiguous mapping to Entrez gene ID
3125.0,mirna,let-7a,Homo sapiens,516.0,Microarray,406882,Ambiguous mapping to Entrez gene ID
3126.0,mirna,let-7a,Homo sapiens,516.0,Microarray,406883,Ambiguous mapping to Entrez gene ID
3127.0,mirna,let-7b,Homo sapiens,516.0,Microarray,406884,Clear hit to Entrez gene ID
3128.0,mirna,let-7c,Homo sapiens,516.0,Microarray,406885,Clear hit to Entrez gene ID
3129.0,mirna,miR-103,Homo sapiens,516.0,Microarray,100302238,Ambiguous mapping to Entrez gene ID
3130.0,mirna,miR-103,Homo sapiens,516.0,Microarray,100302282,Ambiguous mapping to Entrez gene ID
3131.0,mirna,miR-103,Homo sapiens,516.0,Microarray,406895,Ambiguous mapping to Entrez gene ID
3132.0,mirna,miR-103,Homo sapiens,516.0,Microarray,406896,Ambiguous mapping to Entrez gene ID
3133.0,mirna,miR-106a,Homo sapiens,516.0,Microarray,406899,Clear hit to Entrez gene ID
3134.0,mirna,miR-1908,Homo sapiens,516.0,Microarray,100302263,Clear hit to Entrez gene ID
3135.0,mirna,miR-1915,Homo sapiens,516.0,Microarray,100302129,Clear hit to Entrez gene ID
3136.0,mirna,let-7b-5p,Homo sapiens,516.0,Microarray,406884,Clear hit to Entrez gene ID
3137.0,mirna,miR-200b-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3138.0,mirna,miR-200c-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3139.0,mirna,miR-23b-3p,Homo sapiens,516.0,Microarray,407011,Clear hit to Entrez gene ID
3140.0,mirna,miR-26a-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3141.0,mirna,miR-107,Homo sapiens,516.0,Microarray,406901,Clear hit to Entrez gene ID
3142.0,mirna,miR-375,Homo sapiens,516.0,Microarray,494324,Clear hit to Entrez gene ID
3143.0,mirna,let-7,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3144.0,mirna,miR-107b,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3145.0,mirna,miR-107,Homo sapiens,516.0,Microarray,406901,Clear hit to Entrez gene ID
3146.0,mirna,miR-23b,Homo sapiens,516.0,Microarray,407011,Clear hit to Entrez gene ID
3147.0,mirna,miR-107-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3148.0,mirna,miR-375,Homo sapiens,516.0,Microarray,494324,Clear hit to Entrez gene ID
3149.0,mirna,let-7,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3150.0,mirna,miR-107,Homo sapiens,516.0,Microarray,406901,Clear hit to Entrez gene ID
3151.0,mirna,miR-191-5p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3152.0,mirna,miR-375,Homo sapiens,516.0,Microarray,494324,Clear hit to Entrez gene ID
3153.0,mirna,miR-375-3p,Homo sapiens,516.0,Microarray,494324,Clear hit to Entrez gene ID
3154.0,mirna,miR-107,Homo sapiens,516.0,Microarray,406901,Clear hit to Entrez gene ID
3155.0,mirna,miR-107-3p,Homo sapiens,516.0,Microarray,NOTFOUND,NOTFOUND
3156.0,mirna,miR-107,Homo sapiens,516.0,Microarray,406901,Clear hit to Entrez gene ID
3157.0,mirna,miR-191,Homo sapiens,516.0,Microarray,406966,Clear hit to Entrez gene ID
3158.0,mirna,miR-375-3p,Homo sapiens,516.0,Microarray,494324,Clear hit to Entrez gene ID
3159.0,mirna,miR-100,Bos taurus,530.0,Microarray,100313483,Clear hit to Entrez gene ID
3160.0,mirna,miR-125,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3161.0,mirna,miR-100,Bos taurus,530.0,Microarray,100313483,Clear hit to Entrez gene ID
3162.0,mirna,miR-103,Bos taurus,530.0,Microarray,790976,Clear hit to Entrez gene ID
3163.0,mirna,miR-125b,Bos taurus,530.0,Microarray,790993,Clear hit to Entrez gene ID
3164.0,mirna,miR-205,Bos taurus,530.0,Microarray,790999,Clear hit to Entrez gene ID
3165.0,mirna,miR-22,Bos taurus,530.0,Microarray,791040,Clear hit to Entrez gene ID
3166.0,mirna,miR-23a,Bos taurus,530.0,Microarray,791041,Clear hit to Entrez gene ID
3167.0,mirna,miR-29a,Bos taurus,530.0,Microarray,790973,Clear hit to Entrez gene ID
3168.0,mirna,let-7,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3169.0,mirna,miR-100,Bos taurus,530.0,Microarray,100313483,Clear hit to Entrez gene ID
3170.0,mirna,miR-125,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3171.0,mirna,let-7-5p,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3172.0,mirna,let-7b,Bos taurus,530.0,Microarray,100170922,Clear hit to Entrez gene ID
3173.0,mirna,let-7c,Bos taurus,530.0,Microarray,100170919,Clear hit to Entrez gene ID
3174.0,mirna,let-7d,Bos taurus,530.0,Microarray,791025,Clear hit to Entrez gene ID
3175.0,mirna,let-7e,Bos taurus,530.0,Microarray,100170931,Clear hit to Entrez gene ID
3176.0,mirna,let-7i,Bos taurus,530.0,Microarray,791064,Clear hit to Entrez gene ID
3177.0,mirna,miR-107,Bos taurus,530.0,Microarray,791005,Clear hit to Entrez gene ID
3178.0,mirna,miR-125a,Bos taurus,530.0,Microarray,790992,Clear hit to Entrez gene ID
3179.0,mirna,miR-126-3p,Bos taurus,530.0,Microarray,790994,Clear hit to Entrez gene ID
3180.0,mirna,miR-145,Bos taurus,530.0,Microarray,790996,Clear hit to Entrez gene ID
3181.0,mirna,miR-151-3p,Bos taurus,530.0,Microarray,790978,Clear hit to Entrez gene ID
3182.0,mirna,miR-181a,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3183.0,mirna,miR-191,Bos taurus,530.0,Microarray,791033,Clear hit to Entrez gene ID
3184.0,mirna,miR-195,Bos taurus,530.0,Microarray,100170933,Clear hit to Entrez gene ID
3185.0,mirna,miR-200a,Bos taurus,530.0,Microarray,791036,Clear hit to Entrez gene ID
3186.0,mirna,miR-200b,Bos taurus,530.0,Microarray,791054,Clear hit to Entrez gene ID
3187.0,mirna,miR-200c,Bos taurus,530.0,Microarray,791037,Clear hit to Entrez gene ID
3188.0,mirna,miR-205,Bos taurus,530.0,Microarray,790999,Clear hit to Entrez gene ID
3189.0,mirna,miR-23a,Bos taurus,530.0,Microarray,791041,Clear hit to Entrez gene ID
3190.0,mirna,miR-23b-3p,Bos taurus,530.0,Microarray,791065,Clear hit to Entrez gene ID
3191.0,mirna,miR-24-3p,Bos taurus,530.0,Microarray,791052,Clear hit to Entrez gene ID
3192.0,mirna,miR-26a,Bos taurus,530.0,Microarray,790971,Clear hit to Entrez gene ID
3193.0,mirna,miR-27b,Bos taurus,530.0,Microarray,791000,Clear hit to Entrez gene ID
3194.0,mirna,miR-29a,Bos taurus,530.0,Microarray,790973,Clear hit to Entrez gene ID
3195.0,mirna,miR-30d,Bos taurus,530.0,Microarray,790987,Clear hit to Entrez gene ID
3196.0,mirna,miR-31,Bos taurus,530.0,Microarray,791002,Clear hit to Entrez gene ID
3197.0,mirna,miR-342,Bos taurus,530.0,Microarray,791058,Clear hit to Entrez gene ID
3198.0,mirna,miR-99a-5p,Bos taurus,530.0,Microarray,790991,Clear hit to Entrez gene ID
3199.0,mirna,let-7,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3200.0,mirna,let-7-5p,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3201.0,mirna,let-7a,Bos taurus,530.0,Microarray,791056,Clear hit to Entrez gene ID
3202.0,mirna,let-7c,Bos taurus,530.0,Microarray,100170919,Clear hit to Entrez gene ID
3203.0,mirna,let-7e,Bos taurus,530.0,Microarray,100170931,Clear hit to Entrez gene ID
3204.0,mirna,miR-103,Bos taurus,530.0,Microarray,790976,Clear hit to Entrez gene ID
3205.0,mirna,miR-107,Bos taurus,530.0,Microarray,791005,Clear hit to Entrez gene ID
3206.0,mirna,miR-143,Bos taurus,530.0,Microarray,100313363,Clear hit to Entrez gene ID
3207.0,mirna,miR-151,Bos taurus,530.0,Microarray,790978,Clear hit to Entrez gene ID
3208.0,mirna,miR-152,Bos taurus,530.0,Microarray,100313004,Clear hit to Entrez gene ID
3209.0,mirna,miR-191,Bos taurus,530.0,Microarray,791033,Clear hit to Entrez gene ID
3210.0,mirna,miR-195,Bos taurus,530.0,Microarray,100170933,Clear hit to Entrez gene ID
3211.0,mirna,miR-200c,Bos taurus,530.0,Microarray,791037,Clear hit to Entrez gene ID
3212.0,mirna,miR-22,Bos taurus,530.0,Microarray,791040,Clear hit to Entrez gene ID
3213.0,mirna,miR-27b,Bos taurus,530.0,Microarray,791000,Clear hit to Entrez gene ID
3214.0,mirna,miR-29a,Bos taurus,530.0,Microarray,790973,Clear hit to Entrez gene ID
3215.0,mirna,miR-30a,Bos taurus,530.0,Microarray,791053,Clear hit to Entrez gene ID
3216.0,mirna,miR-30d,Bos taurus,530.0,Microarray,790987,Clear hit to Entrez gene ID
3217.0,mirna,miR-31,Bos taurus,530.0,Microarray,791002,Clear hit to Entrez gene ID
3218.0,mirna,miR-429,Bos taurus,530.0,Microarray,100313047,Clear hit to Entrez gene ID
3219.0,mirna,miR-200,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3220.0,mirna,let-7-5p,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3221.0,mirna,miR-125-5p,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3222.0,mirna,let-7,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3223.0,mirna,miR-125,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3224.0,mirna,let-7b,Bos taurus,530.0,Microarray,100170922,Clear hit to Entrez gene ID
3225.0,mirna,let-7i,Bos taurus,530.0,Microarray,791064,Clear hit to Entrez gene ID
3226.0,mirna,miR-103,Bos taurus,530.0,Microarray,790976,Clear hit to Entrez gene ID
3227.0,mirna,miR-107a,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3228.0,mirna,miR-141,Bos taurus,530.0,Microarray,100313001,Clear hit to Entrez gene ID
3229.0,mirna,miR-200a,Bos taurus,530.0,Microarray,791036,Clear hit to Entrez gene ID
3230.0,mirna,miR-200b,Bos taurus,530.0,Microarray,791054,Clear hit to Entrez gene ID
3231.0,mirna,miR-200c,Bos taurus,530.0,Microarray,791037,Clear hit to Entrez gene ID
3232.0,mirna,miR-205,Bos taurus,530.0,Microarray,790999,Clear hit to Entrez gene ID
3233.0,mirna,miR-23b,Bos taurus,530.0,Microarray,791065,Clear hit to Entrez gene ID
3234.0,mirna,miR-27b,Bos taurus,530.0,Microarray,791000,Clear hit to Entrez gene ID
3235.0,mirna,miR-429a,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3236.0,mirna,let-7b,Bos taurus,530.0,Microarray,100170922,Clear hit to Entrez gene ID
3237.0,mirna,let-7i,Bos taurus,530.0,Microarray,791064,Clear hit to Entrez gene ID
3238.0,mirna,miR-100,Bos taurus,530.0,Microarray,100313483,Clear hit to Entrez gene ID
3239.0,mirna,miR-103,Bos taurus,530.0,Microarray,790976,Clear hit to Entrez gene ID
3240.0,mirna,miR-107,Bos taurus,530.0,Microarray,791005,Clear hit to Entrez gene ID
3241.0,mirna,miR-125b,Bos taurus,530.0,Microarray,790993,Clear hit to Entrez gene ID
3242.0,mirna,miR-200a,Bos taurus,530.0,Microarray,791036,Clear hit to Entrez gene ID
3243.0,mirna,miR-200b,Bos taurus,530.0,Microarray,791054,Clear hit to Entrez gene ID
3244.0,mirna,miR-205,Bos taurus,530.0,Microarray,790999,Clear hit to Entrez gene ID
3245.0,mirna,miR-23b,Bos taurus,530.0,Microarray,791065,Clear hit to Entrez gene ID
3246.0,mirna,miR-26,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3247.0,mirna,miR-27b,Bos taurus,530.0,Microarray,791000,Clear hit to Entrez gene ID
3248.0,mirna,miR-30d,Bos taurus,530.0,Microarray,790987,Clear hit to Entrez gene ID
3249.0,mirna,miR-429,Bos taurus,530.0,Microarray,100313047,Clear hit to Entrez gene ID
3250.0,mirna,let-7b,Bos taurus,530.0,Microarray,100170922,Clear hit to Entrez gene ID
3251.0,mirna,let-7c-5p,Bos taurus,530.0,Microarray,100170919,Clear hit to Entrez gene ID
3252.0,mirna,let-7j-5p,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3253.0,mirna,miR-100-5p,Bos taurus,530.0,Microarray,100313483,Clear hit to Entrez gene ID
3254.0,mirna,miR-107-3p,Bos taurus,530.0,Microarray,791005,Clear hit to Entrez gene ID
3255.0,mirna,miR-125b-5p,Bos taurus,530.0,Microarray,790993,Clear hit to Entrez gene ID
3256.0,mirna,miR-126-3p,Bos taurus,530.0,Microarray,790994,Clear hit to Entrez gene ID
3257.0,mirna,miR-19b-3p,Bos taurus,530.0,Microarray,100170927,Clear hit to Entrez gene ID
3258.0,mirna,miR-200a-3p,Bos taurus,530.0,Microarray,791036,Clear hit to Entrez gene ID
3259.0,mirna,miR-200b-3p,Bos taurus,530.0,Microarray,791054,Clear hit to Entrez gene ID
3260.0,mirna,miR-205a,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3261.0,mirna,miR-23b-3p,Bos taurus,530.0,Microarray,791065,Clear hit to Entrez gene ID
3262.0,mirna,miR-24-3p,Bos taurus,530.0,Microarray,791052,Clear hit to Entrez gene ID
3263.0,mirna,miR-26a-5p,Bos taurus,530.0,Microarray,790971,Clear hit to Entrez gene ID
3264.0,mirna,miR-27b-3p,Bos taurus,530.0,Microarray,791000,Clear hit to Entrez gene ID
3265.0,mirna,miR-30d,Bos taurus,530.0,Microarray,790987,Clear hit to Entrez gene ID
3266.0,mirna,miR-429-3p,Bos taurus,530.0,Microarray,100313047,Clear hit to Entrez gene ID
3267.0,mirna,miR-99a-5p,Bos taurus,530.0,Microarray,790991,Clear hit to Entrez gene ID
3268.0,mirna,miR-100,Bos taurus,530.0,Microarray,100313483,Clear hit to Entrez gene ID
3269.0,mirna,miR-103,Bos taurus,530.0,Microarray,790976,Clear hit to Entrez gene ID
3270.0,mirna,miR-107,Bos taurus,530.0,Microarray,791005,Clear hit to Entrez gene ID
3271.0,mirna,miR-125b,Bos taurus,530.0,Microarray,790993,Clear hit to Entrez gene ID
3272.0,mirna,miR-141,Bos taurus,530.0,Microarray,100313001,Clear hit to Entrez gene ID
3273.0,mirna,miR-143,Bos taurus,530.0,Microarray,100313363,Clear hit to Entrez gene ID
3274.0,mirna,miR-145,Bos taurus,530.0,Microarray,790996,Clear hit to Entrez gene ID
3275.0,mirna,miR-181a-5p,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3276.0,mirna,miR-195,Bos taurus,530.0,Microarray,100170933,Clear hit to Entrez gene ID
3277.0,mirna,miR-19b,Bos taurus,530.0,Microarray,100170927,Clear hit to Entrez gene ID
3278.0,mirna,miR-200c,Bos taurus,530.0,Microarray,791037,Clear hit to Entrez gene ID
3279.0,mirna,miR-205,Bos taurus,530.0,Microarray,790999,Clear hit to Entrez gene ID
3280.0,mirna,miR-23a,Bos taurus,530.0,Microarray,791041,Clear hit to Entrez gene ID
3281.0,mirna,miR-24,Bos taurus,530.0,Microarray,791052,Clear hit to Entrez gene ID
3282.0,mirna,miR-26a,Bos taurus,530.0,Microarray,790971,Clear hit to Entrez gene ID
3283.0,mirna,miR-29a,Bos taurus,530.0,Microarray,790973,Clear hit to Entrez gene ID
3284.0,mirna,miR-30d,Bos taurus,530.0,Microarray,790987,Clear hit to Entrez gene ID
3285.0,mirna,miR-31,Bos taurus,530.0,Microarray,791002,Clear hit to Entrez gene ID
3286.0,mirna,miR-99a,Bos taurus,530.0,Microarray,790991,Clear hit to Entrez gene ID
3287.0,mirna,let-7b-5p,Bos taurus,530.0,Microarray,100170922,Clear hit to Entrez gene ID
3288.0,mirna,let-7c-5p,Bos taurus,530.0,Microarray,100170919,Clear hit to Entrez gene ID
3289.0,mirna,let-7d-5p,Bos taurus,530.0,Microarray,791025,Clear hit to Entrez gene ID
3290.0,mirna,let-7e-5p,Bos taurus,530.0,Microarray,100170931,Clear hit to Entrez gene ID
3291.0,mirna,let-7i-5p,Bos taurus,530.0,Microarray,791064,Clear hit to Entrez gene ID
3292.0,mirna,miR-100-5p,Bos taurus,530.0,Microarray,100313483,Clear hit to Entrez gene ID
3293.0,mirna,miR-107,Bos taurus,530.0,Microarray,791005,Clear hit to Entrez gene ID
3294.0,mirna,miR-125a-5p,Bos taurus,530.0,Microarray,790992,Clear hit to Entrez gene ID
3295.0,mirna,miR-126-3p,Bos taurus,530.0,Microarray,790994,Clear hit to Entrez gene ID
3296.0,mirna,miR-141-3p,Bos taurus,530.0,Microarray,100313001,Clear hit to Entrez gene ID
3297.0,mirna,miR-143-3p,Bos taurus,530.0,Microarray,100313363,Clear hit to Entrez gene ID
3298.0,mirna,miR-145-5p,Bos taurus,530.0,Microarray,790996,Clear hit to Entrez gene ID
3299.0,mirna,miR-151a-3p,Bos taurus,530.0,Microarray,NOTFOUND,NOTFOUND
3300.0,mirna,miR-152-3p,Bos taurus,530.0,Microarray,100313004,Clear hit to Entrez gene ID
3301.0,mirna,miR-191-5p,Bos taurus,530.0,Microarray,791033,Clear hit to Entrez gene ID
3302.0,mirna,miR-195-5p,Bos taurus,530.0,Microarray,100170933,Clear hit to Entrez gene ID
3303.0,mirna,miR-200a-3p,Bos taurus,530.0,Microarray,791036,Clear hit to Entrez gene ID
3304.0,mirna,miR-200b-3p,Bos taurus,530.0,Microarray,791054,Clear hit to Entrez gene ID
3305.0,mirna,miR-200c-3p,Bos taurus,530.0,Microarray,791037,Clear hit to Entrez gene ID
3306.0,mirna,miR-205-5p,Bos taurus,530.0,Microarray,790999,Clear hit to Entrez gene ID
3307.0,mirna,miR-22-3p,Bos taurus,530.0,Microarray,791040,Clear hit to Entrez gene ID
3308.0,mirna,miR-23a-3p,Bos taurus,530.0,Microarray,791041,Clear hit to Entrez gene ID
3309.0,mirna,miR-23b-3p,Bos taurus,530.0,Microarray,791065,Clear hit to Entrez gene ID
3310.0,mirna,miR-27a-3p,Bos taurus,530.0,Microarray,790986,Clear hit to Entrez gene ID
3311.0,mirna,miR-27b-3p,Bos taurus,530.0,Microarray,791000,Clear hit to Entrez gene ID
3312.0,mirna,miR-29a-3p,Bos taurus,530.0,Microarray,790973,Clear hit to Entrez gene ID
3313.0,mirna,miR-30a-5p,Bos taurus,530.0,Microarray,791053,Clear hit to Entrez gene ID
3314.0,mirna,miR-30d-5p,Bos taurus,530.0,Microarray,790987,Clear hit to Entrez gene ID
3315.0,mirna,miR-31-5p,Bos taurus,530.0,Microarray,791002,Clear hit to Entrez gene ID
3316.0,mirna,miR-99a-5p,Bos taurus,530.0,Microarray,790991,Clear hit to Entrez gene ID
3317.0,mirna,miR-125b,Bos taurus,530.0,Microarray,790993,Clear hit to Entrez gene ID
3318.0,mirna,miR-22,Bos taurus,530.0,Microarray,791040,Clear hit to Entrez gene ID
3319.0,mirna,miR-23a,Bos taurus,530.0,Microarray,791041,Clear hit to Entrez gene ID
3320.0,mirna,miR-100,Bos taurus,530.0,Microarray,100313483,Clear hit to Entrez gene ID
3321.0,mirna,miR-103,Bos taurus,530.0,Microarray,790976,Clear hit to Entrez gene ID
3322.0,mirna,miR-107,Bos taurus,530.0,Microarray,791005,Clear hit to Entrez gene ID
3323.0,mirna,miR-125b,Bos taurus,530.0,Microarray,790993,Clear hit to Entrez gene ID
3324.0,mirna,miR-143,Bos taurus,530.0,Microarray,100313363,Clear hit to Entrez gene ID
3325.0,mirna,miR-205,Bos taurus,530.0,Microarray,790999,Clear hit to Entrez gene ID
3326.0,mirna,miR-22,Bos taurus,530.0,Microarray,791040,Clear hit to Entrez gene ID
3327.0,mirna,miR-26a,Bos taurus,530.0,Microarray,790971,Clear hit to Entrez gene ID
3328.0,mirna,miR-29a,Bos taurus,530.0,Microarray,790973,Clear hit to Entrez gene ID
3329.0,mirna,miR-99a,Bos taurus,530.0,Microarray,790991,Clear hit to Entrez gene ID
3330.0,mirna,let-7b,Bos taurus,530.0,Microarray,100170922,Clear hit to Entrez gene ID
3331.0,mirna,miR-107,Bos taurus,530.0,Microarray,791005,Clear hit to Entrez gene ID
3332.0,mirna,miR-143-3p,Bos taurus,530.0,Microarray,100313363,Clear hit to Entrez gene ID
3333.0,mirna,miR-145-5p,Bos taurus,530.0,Microarray,790996,Clear hit to Entrez gene ID
